@relation gen_data

@attribute ' Source Port' numeric
@attribute ' Destination Port' numeric
@attribute ' Flow Duration' numeric
@attribute 'Total Length of Fwd Packets' numeric
@attribute ' Total Length of Bwd Packets' numeric
@attribute 'Bwd Packet Length Max' numeric
@attribute ' Bwd Packet Length Min' numeric
@attribute 'Flow Bytes/s' numeric
@attribute ' Flow IAT Mean' numeric
@attribute ' Flow IAT Std' numeric
@attribute ' Flow IAT Max' numeric
@attribute ' Flow IAT Min' numeric
@attribute 'Fwd IAT Total' numeric
@attribute ' Fwd IAT Mean' numeric
@attribute ' Fwd IAT Std' numeric
@attribute ' Fwd IAT Min' numeric
@attribute 'Bwd IAT Total' numeric
@attribute ' Bwd IAT Mean' numeric
@attribute ' Bwd IAT Std' numeric
@attribute ' Bwd IAT Min' numeric
@attribute 'Fwd PSH Flags' numeric
@attribute ' Bwd PSH Flags' numeric
@attribute ' Fwd URG Flags' numeric
@attribute ' Fwd Header Length' numeric
@attribute ' Bwd Packets/s' numeric
@attribute ' Packet Length Mean' numeric
@attribute ' ACK Flag Count' numeric
@attribute ' Down/Up Ratio' numeric
@attribute ' Avg Fwd Segment Size' numeric
@attribute ' Fwd Header Length.1' numeric
@attribute 'Fwd Avg Bytes/Bulk' numeric
@attribute ' Fwd Avg Packets/Bulk' numeric
@attribute ' Bwd Avg Bytes/Bulk' numeric
@attribute 'Bwd Avg Bulk Rate' numeric
@attribute 'Subflow Fwd Packets' numeric
@attribute ' Subflow Fwd Bytes' numeric
@attribute 'Init_Win_bytes_forward' numeric
@attribute ' act_data_pkt_fwd' numeric
@attribute ' Active Std' numeric
@attribute ' Active Min' numeric
@attribute ' Idle Max' numeric
@attribute Class {1,0}

@data
0.10427852720022202,-0.9981032609939575,0.051593054085969925,-1.0,-1.0,-1.0,-1.0,-1.0,-0.8220338821411133,-0.7094017267227173,-0.462184876203537,-0.98311847448349,0.05166666582226753,-0.8235294222831726,-0.6251968741416931,-0.9832603335380554,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.9847453832626343,-1.0,-1.0,-1.0,-1.0,-1.0,-0.9847453832626343,-1.0,-1.0,-1.0,-1.0,-0.990314781665802,-1.0,-0.10887312144041061,-1.0,-1.0,0.48868098855018616,-0.462184876203537,0
0.12220641225576401,-0.9981032609939575,0.05188130587339401,-1.0,-1.0,-1.0,-1.0,-1.0,-0.8220338821411133,-0.7094017267227173,-0.4605042040348053,-0.9830925464630127,0.05166666582226753,-0.8235294222831726,-0.6251968741416931,-0.9832346439361572,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.9847453832626343,-1.0,-1.0,-1.0,-1.0,-1.0,-0.9847453832626343,-1.0,-1.0,-1.0,-1.0,-0.990314781665802,-1.0,-0.10887312144041061,-1.0,-1.0,0.48900580406188965,-0.4605042040348053,0
0.5298364758491516,-0.9981032609939575,0.05266460403800011,-1.0,-1.0,-1.0,-1.0,-1.0,-0.8220338821411133,-0.7094017267227173,-0.4605042040348053,-0.98310387134552,0.0533333346247673,-0.8235294222831726,-0.6251968741416931,-0.983245849609375,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.9847453832626343,-1.0,-1.0,-1.0,-1.0,-1.0,-0.9847453832626343,-1.0,-1.0,-1.0,-1.0,-0.990314781665802,-1.0,-0.10887312144041061,-1.0,-1.0,0.48885923624038696,-0.4605042040348053,0
0.629021167755127,-0.9981032609939575,0.6743836998939514,-0.9533007740974426,-0.9907437562942505,-0.2530949115753174,-1.0,-0.9999998807907104,-0.8690342903137207,-0.3235653340816498,0.6789916157722473,-1.0,0.6666666865348816,-0.7596638798713684,0.18740157783031464,-1.0,-0.9906631708145142,-0.9981169104576111,-0.9952710270881653,-0.9999992251396179,-1.0,-1.0,-1.0,-0.9856840968132019,-0.9999998807907104,0.2614433765411377,1.0,-1.0,-0.8932729363441467,-0.9856840968132019,-1.0,-1.0,-1.0,-1.0,-0.9887005686759949,-0.9533007740974426,-0.9916380643844604,-0.9906103014945984,-1.0,-0.9999991655349731,0.6789916157722473,0
0.5782050490379333,-0.9864336848258972,-0.8282012939453125,-0.9488195180892944,-0.9882698655128479,-0.4979367256164551,-1.0,-0.9999984502792358,-0.992059588432312,-0.9480199217796326,-0.8319757580757141,-1.0,-0.9948464035987854,-0.999422550201416,-0.99851393699646,-0.9999967813491821,-0.8299999833106995,-0.9856982827186584,-0.9259448647499084,-1.0,-1.0,-1.0,-1.0,-0.988735020160675,-0.9999974966049194,-0.011506013572216034,-1.0,-0.7142857313156128,-0.9064251780509949,-0.988735020160675,-1.0,-1.0,-1.0,-1.0,-0.9854721426963806,-0.9488195180892944,-0.7499961853027344,-0.9718309640884399,-1.0,-0.9343146681785583,-0.8319757580757141,1
0.18357731401920319,-0.9981032609939575,-0.818260908126831,-0.9879714250564575,-0.997186005115509,-0.3939133286476135,-1.0,-0.9999996423721313,-0.9769003987312317,-0.9381150603294373,-0.9008898735046387,-0.9999999403953552,-0.9016815423965454,-0.9752138257026672,-0.9071232080459595,-0.9999999403953552,-0.8183333277702332,-0.9389192461967468,-0.918299674987793,-0.9999862313270569,-1.0,-1.0,-1.0,-0.9913166165351868,-0.9999992847442627,-0.43167391419410706,-1.0,-1.0,-0.9560155272483826,-0.9913166165351868,-1.0,-1.0,-1.0,-1.0,-0.9935432076454163,-0.9879714250564575,-0.10887312144041061,-0.9968701004981995,-1.0,-0.9998077750205994,-0.9008898735046387,0
0.21466048061847687,-0.9981032609939575,-0.8213388323783875,-0.9758956432342529,-0.9907142519950867,1.0,-1.0,-0.9999988675117493,-0.981833279132843,-0.9446849226951599,-0.9039701223373413,-0.9999997019767761,-0.9047262072563171,-0.98398756980896,-0.9265248775482178,-0.9999990463256836,-0.8216666579246521,-0.9399535059928894,-0.9199561476707458,-0.9999862313270569,-1.0,-1.0,-1.0,-0.9875615835189819,-0.9999992251396179,0.5214250087738037,-1.0,-1.0,-0.9370418190956116,-0.9875615835189819,-1.0,-1.0,-1.0,-1.0,-0.990314781665802,-0.9758956432342529,-0.10887312144041061,-0.9968701004981995,-1.0,-0.9998151659965515,-0.9039701223373413,0
0.8094626069068909,-0.9981032609939575,-0.9499388337135315,-1.0,-1.0,-1.0,-1.0,-1.0,-0.9745482802391052,-0.9826580882072449,-0.966322660446167,-0.9830593466758728,-0.9499449729919434,-0.9747622013092041,-0.9776330590248108,-0.9832017421722412,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.9941328167915344,-1.0,-1.0,-1.0,-1.0,-1.0,-0.9941328167915344,-1.0,-1.0,-1.0,-1.0,-0.9967715740203857,-1.0,-0.10887312144041061,-1.0,-1.0,-1.0,-1.0,0
-0.9981949925422668,0.9583688378334045,-0.9999992847442627,-0.9997169971466064,-0.999995231628418,-0.9989683628082275,-0.979345977306366,-0.9997245073318481,-0.9999992847442627,-1.0,-0.9999992847442627,-0.9999992251396179,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.9545454382896423,-0.9909789562225342,1.0,-0.7142857313156128,-0.9948253631591797,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.9997169971466064,-0.9711299538612366,-1.0,-1.0,-1.0,-1.0,1
0.8565157055854797,-0.9981032609939575,-0.7424608469009399,-0.9739616513252258,-0.9907142519950867,0.004126547370105982,-1.0,-0.9999992251396179,-0.9781773090362549,-0.9213067889213562,-0.8252100944519043,-0.9999999403953552,-0.8266666531562805,-0.9749170541763306,-0.8756594061851501,-0.9999999403953552,-0.7416666746139526,-0.9350823163986206,-0.8719298839569092,-0.9999979138374329,-1.0,-1.0,-1.0,-0.9856840968132019,-0.9999993443489075,0.30848169326782227,-1.0,-1.0,-0.9404916167259216,-0.9856840968132019,-1.0,-1.0,-1.0,-1.0,-0.9887005686759949,-0.9739616513252258,-0.10887312144041061,-0.9968701004981995,-1.0,-0.999822199344635,-0.8252100944519043,0
