@relation gen_data

@attribute ' Source Port' numeric
@attribute ' Destination Port' numeric
@attribute ' Flow Duration' numeric
@attribute 'Total Length of Fwd Packets' numeric
@attribute ' Total Length of Bwd Packets' numeric
@attribute 'Bwd Packet Length Max' numeric
@attribute ' Bwd Packet Length Min' numeric
@attribute 'Flow Bytes/s' numeric
@attribute ' Flow IAT Mean' numeric
@attribute ' Flow IAT Std' numeric
@attribute ' Flow IAT Max' numeric
@attribute ' Flow IAT Min' numeric
@attribute 'Fwd IAT Total' numeric
@attribute ' Fwd IAT Mean' numeric
@attribute ' Fwd IAT Std' numeric
@attribute ' Fwd IAT Min' numeric
@attribute 'Bwd IAT Total' numeric
@attribute ' Bwd IAT Mean' numeric
@attribute ' Bwd IAT Std' numeric
@attribute ' Bwd IAT Min' numeric
@attribute 'Fwd PSH Flags' numeric
@attribute ' Bwd PSH Flags' numeric
@attribute ' Fwd URG Flags' numeric
@attribute ' Fwd Header Length' numeric
@attribute ' Bwd Packets/s' numeric
@attribute ' Packet Length Mean' numeric
@attribute ' ACK Flag Count' numeric
@attribute ' Down/Up Ratio' numeric
@attribute ' Avg Fwd Segment Size' numeric
@attribute ' Fwd Header Length.1' numeric
@attribute 'Fwd Avg Bytes/Bulk' numeric
@attribute ' Fwd Avg Packets/Bulk' numeric
@attribute ' Bwd Avg Bytes/Bulk' numeric
@attribute 'Bwd Avg Bulk Rate' numeric
@attribute 'Subflow Fwd Packets' numeric
@attribute ' Subflow Fwd Bytes' numeric
@attribute 'Init_Win_bytes_forward' numeric
@attribute ' act_data_pkt_fwd' numeric
@attribute ' Active Std' numeric
@attribute ' Active Min' numeric
@attribute ' Idle Max' numeric
@attribute Class {1,0}

@data
0.0945497378706932,-0.9981032609939575,-0.9990695714950562,-1.0,-0.9984169602394104,-0.6590440273284912,-1.0,-0.9999641180038452,-0.9996898770332336,-0.9994504451751709,-0.9992730021476746,-0.9999999403953552,-1.0,-1.0,-1.0,-1.0,-0.9997966885566711,-0.9998974800109863,-0.9997783899307251,-0.9999999403953552,-1.0,-1.0,-1.0,-0.9992959499359131,-0.99989253282547,-0.4696088135242462,1.0,-0.1428571492433548,-1.0,-0.9992959499359131,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.9930113554000854,-1.0,-1.0,-1.0,-1.0,0
0.10905113816261292,-0.9981032609939575,-0.9999991655349731,-0.9754711389541626,-0.999995231628418,-0.9989683628082275,-0.9939485788345337,-0.9895959496498108,-0.9999991655349731,-1.0,-0.9999991655349731,-0.9999991655349731,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-0.9992959499359131,-0.9607843160629272,-0.5337122678756714,1.0,-0.7142857313156128,-0.5515308380126953,-0.9992959499359131,-1.0,-1.0,-1.0,-1.0,-1.0,-0.9754711389541626,-0.9930113554000854,-1.0,-1.0,-1.0,-1.0,0
0.5177213549613953,-0.9981032609939575,0.05256994068622589,-1.0,-1.0,-1.0,-1.0,-1.0,-0.824999988079071,-0.7094017267227173,-0.4650000035762787,-0.9833472371101379,0.05166666582226753,-0.824999988079071,-0.6251968741416931,-0.9833472371101379,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.9847453832626343,-1.0,-1.0,-1.0,-1.0,-1.0,-0.9847453832626343,-1.0,-1.0,-1.0,-1.0,-0.990314781665802,-1.0,-0.10887312144041061,-1.0,-1.0,0.4900279939174652,-0.4650000035762787,0
0.11498630791902542,-0.9981032609939575,0.4115084707736969,-0.9686785340309143,-0.9907437562942505,-0.2530949115753174,-1.0,-0.9999998807907104,-0.8823887705802917,-0.4065934121608734,0.4033333361148834,-0.9999997019767761,0.40833333134651184,-0.7183333039283752,0.18425196409225464,-0.9999836683273315,0.4116666615009308,-0.7630252242088318,-0.1156812310218811,-0.9999990463256836,-1.0,-1.0,-1.0,-0.9908472299575806,-0.9999998211860657,0.17161007225513458,-1.0,-0.7142857313156128,-0.9045565724372864,-0.9908472299575806,-1.0,-1.0,-1.0,-1.0,-0.9919289946556091,-0.9686785340309143,-1.0,-0.9906103014945984,-1.0,-0.997664749622345,0.4033333361148834,0
0.5782050490379333,-0.9864336848258972,-0.8282012939453125,-0.9488195180892944,-0.9882698655128479,-0.4979367256164551,-1.0,-0.9999984502792358,-0.9921919107437134,-0.9480199217796326,-0.8333759903907776,-1.0,-0.9948464035987854,-0.9994273781776428,-0.99851393699646,-0.9999967813491821,-0.8299999833106995,-0.9856982827186584,-0.9259448647499084,-1.0,-1.0,-1.0,-1.0,-0.988735020160675,-0.9999974966049194,-0.12075114250183105,-1.0,-0.7142857313156128,-0.9064251780509949,-0.988735020160675,-1.0,-1.0,-1.0,-1.0,-0.9854721426963806,-0.9488195180892944,-0.7499961853027344,-0.9718309640884399,-1.0,-0.9342842698097229,-0.8333759307861328,1
0.2653847932815552,-0.9981032609939575,-0.826097309589386,-0.9794806241989136,-0.9907142519950867,0.7510316371917725,-1.0,-0.9999988079071045,-0.9841926097869873,-0.9484458565711975,-0.9095098972320557,-0.9999992251396179,-0.9094282388687134,-0.9849047064781189,-0.9301473498344421,-0.9999964237213135,-0.8266666531562805,-0.9561646580696106,-0.922462522983551,-0.9999967217445374,-1.0,-1.0,-1.0,-0.9875615835189819,-0.9999990463256836,0.24136511981487274,-1.0,-1.0,-0.9464054703712463,-0.9875615835189819,-1.0,-1.0,-1.0,-1.0,-0.990314781665802,-0.9794806241989136,-0.10887312144041061,-0.9968701004981995,-1.0,-0.9998327493667603,-0.9095098376274109,0
0.12520459294319153,-0.9981032609939575,-0.8027584552764893,-0.9865091443061829,-0.9907142519950867,-0.2448418140411377,-1.0,-0.9999989867210388,-0.9848294258117676,-0.9450194835662842,-0.8861733078956604,-1.0,-0.8860421776771545,-0.9837203025817871,-0.9186280369758606,-1.0,-0.8033333420753479,-0.9602252244949341,-0.9150646328926086,-0.9999997019767761,-1.0,-1.0,-1.0,-0.9856840968132019,-0.9999989867210388,0.06256547570228577,-1.0,-1.0,-0.9691677689552307,-0.9856840968132019,-1.0,-1.0,-1.0,-1.0,-0.9887005686759949,-0.9865091443061829,-0.10887312144041061,-0.9968701004981995,-1.0,-0.9998316764831543,-0.8861733078956604,0
0.8158261179924011,-0.9981032609939575,0.7109820246696472,-0.8801386952400208,-0.999995231628418,-0.9989683628082275,-1.0,-1.0,-0.8930767774581909,-0.6776556968688965,-0.14500001072883606,-0.9999993443489075,0.7166666388511658,-0.8684022426605225,-0.5496063232421875,-0.9999942779541016,0.7166666388511658,-0.13781513273715973,-0.2802056670188904,-0.47058823704719543,-1.0,-1.0,-1.0,-0.9744191765785217,-0.9999999403953552,-0.8107656240463257,-1.0,-1.0,-0.8434669971466064,-0.9744191765785217,-1.0,-1.0,-1.0,-1.0,-0.9790153503417969,-0.8801386952400208,-0.10887312144041061,-0.9655712246894836,-0.22557991743087769,-0.9998782277107239,-0.14499999582767487,0
-0.9981949925422668,0.9583688378334045,-0.9999992847442627,-0.9997169971466064,-0.999995231628418,-0.9989683628082275,-0.9939485788345337,-0.9997245073318481,-0.9999992847442627,-1.0,-0.9999992847442627,-0.9999992847442627,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.9545454382896423,-0.9919759035110474,1.0,-0.7142857313156128,-0.9948253631591797,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.9997169971466064,-0.9711299538612366,-1.0,-1.0,-1.0,-1.0,1
0.845196008682251,-0.9981032609939575,-0.6919387578964233,-0.9804240465164185,-0.9907142519950867,-0.2448418140411377,-1.0,-0.9999993443489075,-0.9763059020042419,-0.9053173065185547,-0.7750000357627869,-0.9999997615814209,-0.7749999761581421,-0.9679011702537537,-0.8395377993583679,-0.9999966621398926,-0.6916666626930237,-0.9378779530525208,-0.8487992286682129,-0.9999997019767761,-1.0,-1.0,-1.0,-0.9856840968132019,-0.9999993443489075,0.0740666463971138,-1.0,-1.0,-0.9552608728408813,-0.9856840968132019,-1.0,-1.0,-1.0,-1.0,-0.9887005686759949,-0.9804240465164185,-0.10887312144041061,-0.9968701004981995,-1.0,-0.9997859597206116,-0.7749999761581421,0
